,Headline,Date
1981,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/svnivjjygx yqem",2021-02-19 6:16
1982,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/sqotwdez0e kocr",2021-02-19 6:18
1983,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/ke39t8ltq6 xbrt",2021-02-19 6:21
1984,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/dq0nw7qjqb gmeg",2021-02-19 6:27
1985,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/onvegzcnst izsa",2021-02-19 6:34
1986,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/vxyo7pwwpa jovo",2021-02-19 6:36
1987,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/s3h820lwfy htlt",2021-02-19 6:37
1988,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/qow9ikuevo sfhk",2021-02-19 6:40
1989,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/vxyo7pwwpa lunp",2021-02-19 6:42
1990,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/fckaqro3wg rphp",2021-02-19 6:45
1991,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/vbuuv20nfy pifr",2021-02-19 6:48
1992,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/hl34znesrw qfyn",2021-02-19 6:50
1993,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/fckaqro3wg qlhi",2021-02-19 6:51
1994,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/41netjzgsm lrow",2021-02-19 6:51
1995,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/qzbgz2xmm9 hybw",2021-02-19 6:57
1996,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/fckaqro3wg amhp",2021-02-19 6:57
1997,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/xudi8goosm bjgs",2021-02-19 7:00
1998,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/gg0qgdihb0 lglu",2021-02-19 7:01
1999,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/s3h820lwfy baab",2021-02-19 7:07
2000,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/fckaqro3wg lrfy",2021-02-19 7:08
2001,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/gx1hztajik lkcz",2021-02-19 7:14
2002,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/3iuy7tldoj cgsl",2021-02-19 7:26
2003,"interview: u.s. launches ""smear campaign"" against china with xinjiang-related fabrications https://t.co/eif6hshekh trxu",2021-02-19 9:11
2004,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:30
2005,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:35
2006,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:39
2007,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:41
2008,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:42
2009,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:48
2010,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:51
2011,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:53
2012,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:56
2013,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 5:58
2014,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 6:00
2015,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 6:00
2016,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 6:02
2017,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 6:03
2018,rt @thegrayzonenews: the us govt relied on a single source to accuse china of genocide: researcher @adrianzenz. @garethporter &amp; @maxblumen…,2021-02-20 6:07
2019,chinese fm refutes western rumors about xinjiang https://t.co/eqmxkwlcja obvi,2021-02-20 8:29
2020,chinese ambassador to germany refutes lies on xinjiang https://t.co/dde6uklte8 joon,2021-02-20 8:30
2021,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/idcby7txp5 tqwt,2021-02-20 8:35
2022,chinese ambassador to germany refutes lies on xinjiang https://t.co/mmw9yc4sip ryhi,2021-02-20 8:49
2023,chinese ambassador to germany refutes lies on xinjiang https://t.co/mypbam1bsq ujqt,2021-02-20 8:52
2024,chinese ambassador to germany refutes lies on xinjiang https://t.co/vga1xymnjm vpow,2021-02-20 8:54
2025,chinese ambassador to germany refutes lies on xinjiang https://t.co/m5vmn3mkqy exrt,2021-02-20 8:57
2026,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 8:58
2027,chinese fm refutes western rumors about xinjiang https://t.co/vetjoq3fnm irze,2021-02-20 8:59
2028,chinese fm refutes western rumors about xinjiang https://t.co/n76wzs7ft9 whsp,2021-02-20 8:59
2029,chinese ambassador to germany refutes lies on xinjiang https://t.co/vga1xymnjm gcdt,2021-02-20 9:00
2030,chinese fm refutes western rumors about xinjiang https://t.co/vsabux0tpz ussk,2021-02-20 9:05
2031,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/pmh8g8mzqd lteb,2021-02-20 9:05
2032,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/kjnhek0asc ddua,2021-02-20 9:06
2033,chinese ambassador to germany refutes lies on xinjiang https://t.co/oyphexvy5p xuwe,2021-02-20 9:12
2034,"xinjiang a land of harmony, prosperity, happiness https://t.co/k01nr8vw0t oatn",2021-02-20 9:17
2035,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/dvmvnywwiv woqa,2021-02-20 9:18
2036,chinese ambassador to germany refutes lies on xinjiang https://t.co/p0xjhchwa1 efsj,2021-02-20 9:32
2037,"xinjiang a land of harmony, prosperity, happiness https://t.co/7ondtm9ylu hanf",2021-02-20 9:44
2038,chinese ambassador to germany refutes lies on xinjiang https://t.co/dd5iyqjqgf aaah,2021-02-20 9:44
2039,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 9:46
2040,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/arargffx1f yjjr,2021-02-20 9:50
2041,chinese ambassador to germany refutes lies on xinjiang https://t.co/zkre3bozx8 ftiz,2021-02-20 9:51
2042,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 9:58
2043,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/s4gu4rzafz sktx,2021-02-20 10:18
2044,chinese ambassador to germany refutes lies on xinjiang https://t.co/nhhkfli8mw jzvj,2021-02-20 10:23
2045,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 10:27
2046,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/qn8vqxvycy qwmo,2021-02-20 10:35
2047,chinese ambassador to germany refutes lies on xinjiang https://t.co/dde6uklte8 anxy,2021-02-20 10:54
2048,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 11:08
2049,"xinjiang a land of harmony, prosperity, happiness https://t.co/qp7dxargha hvgf",2021-02-20 11:13
2050,chinese fm refutes western rumors about xinjiang https://t.co/8k6uqcbaif ehvp,2021-02-20 11:15
2051,chinese fm refutes western rumors about xinjiang https://t.co/dpdwn2zmbj kwnw,2021-02-20 11:20
2052,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/sdsxdodarf yfzg,2021-02-20 11:29
2053,"xinjiang a land of harmony, prosperity, happiness https://t.co/a3jeoybghb yeng",2021-02-20 11:33
2054,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/ex30fiqpvk eilb,2021-02-20 11:35
2055,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/eazh4bhhdk nrnn,2021-02-20 11:38
2056,"xinjiang a land of harmony, prosperity, happiness https://t.co/a3jeoybghb xdac",2021-02-20 11:39
2057,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 11:42
2058,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/kpglgoowus cxwq,2021-02-20 11:44
2059,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/0jhdbxiynz qmwg,2021-02-20 11:47
2060,"xinjiang a land of harmony, prosperity, happiness https://t.co/iriu32w0vy xecy",2021-02-20 11:47
2061,"xinjiang a land of harmony, prosperity, happiness https://t.co/stvyph2lzi cgtx",2021-02-20 11:52
2062,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 11:52
2063,chinese fm refutes western rumors about xinjiang https://t.co/vueg05x3wx bvfd,2021-02-20 12:13
2064,chinese fm refutes western rumors about xinjiang https://t.co/37zeeycmly amwb,2021-02-20 12:16
2065,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/84dfaqrvbq cjtr,2021-02-20 12:22
2066,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/84dfaqrvbq sfvf,2021-02-20 12:28
2067,"xinjiang a land of harmony, prosperity, happiness https://t.co/37jkyjztyb szzh",2021-02-20 12:43
2068,chinese ambassador to germany refutes lies on xinjiang https://t.co/b747lxsdxa vofo,2021-02-20 12:52
2069,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 13:00
2070,chinese fm refutes western rumors about xinjiang https://t.co/ltmufhmncq ujmo,2021-02-20 13:04
2071,chinese ambassador to germany refutes lies on xinjiang https://t.co/ft0yflf9mg wfcm,2021-02-20 13:09
2072,chinese fm refutes western rumors about xinjiang https://t.co/vvukawrsir bwul,2021-02-20 13:17
2073,chinese fm refutes western rumors about xinjiang https://t.co/no7iopgcvi mbau,2021-02-20 13:22
2074,"xinjiang a land of harmony, prosperity, happiness https://t.co/9cuuzpzjmq esjd",2021-02-20 13:29
2075,"xinjiang a land of harmony, prosperity, happiness https://t.co/4bxcjy92dy dfmm",2021-02-20 13:31
2076,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 13:36
2077,chinese ambassador to germany refutes lies on xinjiang https://t.co/f6ghylsmg1 qnyy,2021-02-20 13:36
2078,"xinjiang a land of harmony, prosperity, happiness https://t.co/joyd16hsqx qicd",2021-02-20 13:41
2079,chinese fm refutes western rumors about xinjiang https://t.co/ku1gznrt0c uixl,2021-02-20 13:48
2080,"xinjiang a land of harmony, prosperity, happiness https://t.co/joyd16z3iv nlmi",2021-02-20 13:48
2081,chinese ambassador to germany refutes lies on xinjiang https://t.co/adil0n06gm xujm,2021-02-20 14:22
2082,chinese ambassador to germany refutes lies on xinjiang https://t.co/adil0n06gm vsyt,2021-02-20 14:28
2083,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/76v42futch bnkf,2021-02-20 14:39
2084,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 14:53
2085,chinese ambassador to germany refutes lies on xinjiang https://t.co/v6nmynmzpq twyo,2021-02-20 14:53
2086,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/n8sqhb5msm arwb,2021-02-20 14:55
2087,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 16:27
2088,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/mbwu3mf2ix fzgs,2021-02-20 16:32
2089,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/5v80yo2kie ozos,2021-02-20 16:34
2090,"rt @chinadaily: an inseparable part of chinese territory since ancient times, #xinjiang uyghur autonomous region has long played an especia…",2021-02-20 16:41
2091,chinese fm refutes western rumors about xinjiang https://t.co/opafhonqvk nwlr,2021-02-20 16:54
2092,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/0r0io2dudr mahr,2021-02-20 17:00
2093,chinese ambassador to germany refutes lies on xinjiang https://t.co/jbxsxgpsn7 shkb,2021-02-20 17:03
2094,chinese ambassador to germany refutes lies on xinjiang https://t.co/xnldzytanx otyr,2021-02-20 17:03
2095,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/2wl3trxmgp wduy,2021-02-20 17:05
2096,"xinjiang a land of harmony, prosperity, happiness https://t.co/a4krz3hnxl nykp",2021-02-20 17:06
2097,china rebukes certain westerners for fabricating lies about xinjiang https://t.co/1l9d4w3dop xiyh,2021-02-20 17:09
2098,us state department accusation of china ‘genocide’ relied on data abuse and baseless claims by far-right ideologue https://t.co/2wl3trxmgp qcvk,2021-02-20 17:10
